title,description,website,main_cat_1,main_cat_2,tag_1,tag_2,tag_3,tags
StartUp Grind,"Startup Grind is the largest independent startup community, actively educating, inspiring, and connecting more than 2,000,000 entrepreneurs in over 600 chapters.",https://www.startupgrind.com,RESOURCE BASES,,STARTUPS,,,
StartUp Playbook,This is meant for people new to the world of startups.,http://playbook.samaltman.com,RESOURCE BASES,ENTREPRENEURIAL RESOURCES,STARTUPS,,,
Startup Reykjavik,"A 10 week long mentorship driven seed stage accelerator program that runs from June to August each year from Reykjavík, Iceland",https://startupreykjavik.is/,RESOURCE BASES,,ACCELERATOR,STARTUPS,,
StartUp South Summit,"South Summit is the Leading Innovation Global Platform focused on business opportunities and disruptive trends, that gathers together the entrepreneurial ecosystem.",https://www.southsummit.co,RESOURCE BASES,,,,,
StartUp Weekend,"Learn, Network, Startup",https://startupweekend.org,RESOURCE BASES,ENTREPRENEURIAL RESOURCES,STARTUPS,,,
Startup Wise Guys,Europe's most experienced B2B startup accelerator,https://startupwiseguys.com/,RESOURCE BASES,,ACCELERATOR,STARTUPS,,
StartupHighway,"A Baltic startup accelerator and an early seed stage fund based in Vilnius, Lithuania",http://startuphighway.com/,RESOURCE BASES,,ACCELERATOR,STARTUPS,,
StartUpLab,"Networking, Insight & Funding",http://startuplab.no,RESOURCE BASES,ENTREPRENEURIAL RESOURCES,STARTUPS,,,
StartUpNation,"StartupNation has provided millions with the information, inspiration and connections they need to start, grow and manage a successful startup business.",https://startupnation.com,RESOURCE BASES,,STARTUPS,,,
StartupRanking,"Discover, rank and prospect startups worldwide",https://www.startupranking.com/,RESOURCE BASES,,STARTUPS,,,
StartUps,"Education, Community, and Tools to help startups launch faster.",https://www.startups.co,RESOURCE BASES,,STARTUPS,,,
StartUpxplore,Get the funds you need to carry out your business plans,https://startupxplore.com/en,RESOURCE BASES,,STARTUPS,FUNDING OPPORTUNITIES,,
StartX,"A collection of serial entrepreneurs, industry experts, tenured Stanford professors, and well-funded growth-stage startups",https://startx.com/,RESOURCE BASES,,ACCELERATOR,STARTUPS,,
Statista,Statista provides statistics and data within 600 industries and 50+ countries,https://www.statista.com/,RESOURCE BASES,,COUNTRY PROFILES,ECONOMY,TRADE,
Statpedia,"Create, tag and share your stats worldwide.",https://statpedia.com/,BUSINESS TOOLS,RESOURCE BASES,DATA VISUALIZATION,,,
Status Money,See how your finances compare with millions of people like you. We’ll find opportunities for you to improve and give you cash rewards for taking action.,https://statusmoney.com/,,,,,,
StepStone,Find jobs with StepStone,https://www.stepstone.de/en/,PERSONAL & PROFESSIONAL DEV,,,,,
Stitch Data,"Stitch is a cloud-first, open source platform for rapidly moving data.",https://www.stitchdata.com/,DEVELOPER TOOLS,,,,,
Stock Card,Mistake-free stock market research can be done in a few minutes,https://stockcard.io/,,,,,,
Stockholm International Peace Research Institute (SIPRI),,https://www.sipri.org,NONPROFITS,,,,,
Storj,Helping Developers Weave the Fabric of Tomorrow’s Internet,https://storj.io,DEVELOPER TOOLS,,BLOCKCHAIN,,,
Stripe,Stripe is the best software platform for running an internet business.,https://stripe.com/,ACCOUNTING & FINANCE,,,,,
Stronghold Trading,"Stronghold enables real time payments, foreign exchange and cross-border settlement via our platform APIs.",https://stronghold.co,ACCOUNTING & FINANCE,DEVELOPER TOOLS,BLOCKCHAIN,,,
Sucuri,Free website security check & malware scanner,https://sitecheck.sucuri.net/,DEVELOPER TOOLS,,SECURITY,WEBSITE,,
Süddeutsche Zeitung,,http://www.sueddeutsche.de,,,NEWS,,,
Sumo,The Easiest Way To Turn Your Visitors Into Ecommerce Customers,https://sumo.com,,,,,,
Sumo,The Easiest Way To Turn Your Visitors Into Ecommerce Customers,https://sumo.com/,MARKETING,,ANALYTICS,,,
SuperHeroJS (JavaScript),Useful Docs and Guides for Front-End Developers,http://superherojs.com,DEVELOPER TOOLS,,,,,
Sustainable Brands (SB) Vancouver – Canada,The Premier Event for Purpose-Driven Brand Innovation,https://events.sustainablebrands.com/sb18vancouver/,,,EVENTS,,,
Sustainable Development Resource Library,"The Division for Sustainable Development Goals (DSDG) in the United Nations Department of Economic and Social Affairs (UNDESA) acts as the Secretariat for the SDGs, providing substantive support and capacity-building for the goals and their related thematic issues, including water, energy, climate, oceans, urbanization, transport, science and technology, the Global Sustainable Development Report (GSDR), partnerships and Small Island Developing States.",https://sustainabledevelopment.un.org/resourcelibrary,,,GLOBAL GOALS,,,
Sustainable Development Solutions Network (SDSN),"The UN Sustainable Development Solutions Network (SDSN) has been operating since 2012 under the auspices of the UN Secretary-General. SDSN mobilizes global scientific and technological expertise to promote practical solutions for sustainable development, including the implementation of the Sustainable Development Goals (SDGs) and the Paris Climate Agreement.",http://unsdsn.org,,,GLOBAL GOALS,,,
Swiss Law – Switzerland,The portal of the Swiss government,https://www.admin.ch/gov/en/start.html,RESOURCE BASES,,RESEARCH,,,
Swisscows,The Best Search Engine for Business,https://swisscows.com,BUSINESS TOOLS,,,,,
Symbid,Invest in promising businesses,https://www.symbid.com/?locale=en,,,FUNDING,,,
Tableau Public,Visualize and Share Your Data in Minutes—For Free,https://public.tableau.com/s/,BUSINESS TOOLS,DEVELOPER TOOLS,DATA VISUALIZATION,,,
Tact,"he Tact.ai Assistant accelerates sales and customer flow through a human-friendly touch, chat and voice experience.",https://tact.ai/assistant/,BUSINESS TOOLS,,,,,
Take a Stance – United States,,http://takeastance.us,,,,,,
Talend,Single suite of data integration and data integrity apps accelerate the availability of trusted data to all teams.,https://www.talend.com/,BUSINESS TOOLS,,,,,
Talent Hubstaff,The FREE way to find the world’s best remote talent,https://talent.hubstaff.com/search/jobs,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,
Talent.io,Find your next tech job in one week,https://www.talent.io/,PERSONAL & PROFESSIONAL DEV,,CAREER,,,"[""UNITED STATES"",""USA""]"
Talentoteca,We are a reference in the relations between University and Business and we address all the challenges offered by these two worlds.,https://www.talentoteca.es/,PERSONAL & PROFESSIONAL DEV,,CAREER,,,
TalkWalker,Track your campaigns and hashtags,https://www.talkwalker.com/social-media-analytics-search,MARKETING,,ANALYTICS,,,
Talos,"Welcome! Talos is a civic organisation with a mission: to foster European civicism, by encouraging political engagement.",https://talos.eu/discover-talos,NONPROFITS,,,,,
Tandem Bank – United Kingdom,We're here to get you and your money moving in the right direction.,https://tandem.co.uk,,,,,,
Taproot Foundation – International,,https://www.taprootfoundation.org,,,,,,
Target Jobs UK,Your gradute job hunt starts here,https://targetjobs.co.uk,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,
Task Rabbit – USA,"Our same-day service platform instantly connects you with skilled Taskers to help with odd-jobs and errands, so you can be more productive, every day.",https://www.taskrabbit.com/,BUSINESS TOOLS,,,,,
Tawk,"Monitor and chat with the visitors on your website, mobile app or from a free customizable page.",https://www.tawk.to/,BUSINESS TOOLS,,,,,
Teach Center with Google,"It doesn't matter how big your school or your budget is. Google makes tools to engage students anytime, anywhere.  ",https://teachercenter.withgoogle.com/,PERSONAL & PROFESSIONAL DEV,,MOOCS,,,"[""UK"",""UNITED KINGDOM""]"
Team Treehouse,"Learn to code, gain a new skill, get a new job ",https://teamtreehouse.com/explore,PERSONAL & PROFESSIONAL DEV,,MOOCS,,,"[""UNITED STATES"",""USA""]"
TeamLabs – Spain,TEAMLABS / is a learning laboratory that is revolutionizing education with its methodology based on team entrepreneurship and learning by doing (“learning by doing”).,https://www.teamlabs.es/en,PERSONAL & PROFESSIONAL DEV,,STARTUPS,,,
Tech Congress,Building 21st Century Government with Technology Talent,https://www.techcongress.io,PERSONAL & PROFESSIONAL DEV,,,,,"[""ONLINE LEARNING"",""MOOCs"",""EDUCATION""]"
TechFounders,"A 20 week International accelerator program based in Munich, Germany. The accelerator brings tech startups together with corporate partners and venture capitalists",https://www.techfounders.com/,RESOURCE BASES,,ACCELERATOR,STARTUPS,,"[""EDUCATION"",""ONLINE LEARNING"",""MOOCs""]"
TechSoup,Nonprofit Tech Marketplace,https://www.techsoup.org,,,,,,"[""SPAIN""]"
Techstars,The worldwide network that helps entrepreneurs succeed,https://www.techstars.com/,RESOURCE BASES,,ACCELERATOR,STARTUPS,,
TechWithTim,Python and Java Programming Tutorials by Tech With Tim,https://techwithtim.net/,PERSONAL & PROFESSIONAL DEV,,MOOCS,,,
Template,Ready-Made Templates,https://www.template.net/,BUSINESS TOOLS,CREATIVE,,,,"[""NONPROFIT""]"
TensorFlow,An end-to-end open source machine learning platform,https://www.tensorflow.org/,DEVELOPER TOOLS,,,,,
teQatlas,"Find top Blockchain, Artificial Intelligence, Internet of Things, and AR / VR vendors that perfectly match your needs. Read more at: https://teqatlas.com/",https://teqatlas.com/,RESOURCE BASES,,BLOCKCHAIN,,,"[""EDUCATION"",""ONLINE LEARNING""]"
Terms Feed – Privacy Policy Generator,Trusted legal agreements.,https://www.termsfeed.com/privacy-policy-generator/,LEGAL,,,,,
Terra Accelerator,TERRA is a global innovation accelerator fueling ground-breaking transformation in the Food & Agriculture industry.,https://www.terraaccelerator.com/,RESOURCE BASES,,ACCELERATOR,STARTUPS,,
Tessin,,https://tessin.se,,,FUNDING,,,"[""ARTIFICIAL INTELLIGENCE"",""AI"",""BLOCKCHAIN""]"
Test Your Mobile Speed,,https://testmysite.withgoogle.com/intl/en-gb,,,,,,
Textures,Digital pictures of all sorts of materials,https://www.textures.com/,,,,,,
The 100 Startup,"In The $100 Startup, Chris Guillebeau shows you how to lead a life of adventure, meaning and purpose — and earn a good living.",http://100startup.com/#resources,RESOURCE BASES,,STARTUPS,,,
The Action Network,Online mobilization tools like you've never seen them before.,https://actionnetwork.org,NONPROFITS,,,,,
The Alliance of Lawyers for Human Rights (AADH) – France,,http://aadh.fr,,,,,,
The Atlas of Economic Complexity – Harvard University,A research and data visualization tool used to explore global trade dynamics over time and discover new growth opportunities for every country worldwide,http://atlas.cid.harvard.edu/,RESOURCE BASES,,COUNTRY PROFILES,TRADE,ECONOMY,
The Banks,"Bank directory, containing profiles of more than 9,000 banks operating in European countries and their selected dependent territories.",https://thebanks.eu/,RESOURCE BASES,,BANKING,,,
The Birdhouse,The accelerator program for and by entrepreneurs!,https://www.gobirdhouse.com/,RESOURCE BASES,,ACCELERATOR,STARTUPS,,
The Bridgespan Group,Nonprofit Job Board,https://www.bridgespan.org/jobs/nonprofit-jobs/nonprofit-job-board,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,
The Carnegie Endowment for International Peace,,http://carnegieendowment.org,NONPROFITS,,,,,
The Center for International Policy,"Advancing a Sustainable, Just and Peaceful World ",http://www.ciponline.org,NONPROFITS,,,,,
The Centre for European Reform (CER),,http://www.cer.eu,LEGAL,,,,,"[""NONPROFIT"",""CAREER"",""JOB""]"
The CitiesIPCC Cities and Climate Change Science Conference,The CitiesIPCC Cities and Climate Change Science Conference aims to inspire the next frontier of research focused on the science of cities and climate change,https://citiesipcc.org,,,,,,
The Coordinating Committee International Voluntary Service (IVS),,http://www.ccivs.org,,,,,,
The Digital Skills and Jobs Coalition – European Union (EU),"The Digital Skills and Jobs Coalition brings together Member States, companies, social partners, non-profit organisations and education providers, who take action to tackle the lack of digital skills in Europe.",https://ec.europa.eu/digital-single-market/en/digital-skills-jobs-coalition,ENTREPRENEURIAL RESOURCES,,,,,
The Economist,,https://www.economist.com,,,NEWS,,,
The Economist Open Future,,https://www.economist.com/openfuture,,,,,,
The European Business Registry Association (EBRA),"EBRA is an association of Business Registry professionals that provides insight to Business Registry policy, operations and technology initiatives.",https://ebra.be/,LEGAL,,,,,
The European Centre for International Political Economy (ECIPE),,http://ecipe.org,NONPROFITS,,,,,
The European Investment Project Portal (EIPP),Register your project in the European Investment Project Portal (EIPP) and boost its visibility to a large network of international investors!,https://ec.europa.eu/eipp/desktop/en/index.html,,,FUNDING,,,
The European Social Observatory (OSE),,http://www.ose.be,NONPROFITS,,,,,
The European Youth Parliament (EYP),A unique educational programme which brings together young people from all over Europe to discuss current topics in a parliamentary setting.,https://eyp.org,NONPROFITS,,YOUTH,,,
The Executive Agency for Small and Medium-sized Enterprises (EASME),"The Executive Agency for Small and Medium-sized Enterprises (EASME) has been set-up by the European Commission to manage on its behalf several EU programmes in the fields of SME support & innovation, environment, climate action, energy and maritime affairs.",https://ec.europa.eu/easme/en,,,,,,
The Farm Soho,New York (USA) Co-Working Space,https://www.thefarmsoho.com,RESOURCE BASES,ENTREPRENEURIAL RESOURCES,,,,
The Federal Committee on Statistical Methodology (FCSM) – United States,The Federal Committee on Statistical Methodology (FCSM) is an interagency committee dedicated to improving the quality of Federal statistics.,https://nces.ed.gov/FCSM/index.asp,RESOURCE BASES,,RESEARCH,,,
The Foreign Policy Centre (FPC),,https://fpc.org.uk,LEGAL,,,,,
The Foundation for Civil Society Development – Romania,,http://www.fdsc.ro/eng/,,,,,,
The Free Market Foundation,,http://www.freemarketfoundation.com,NONPROFITS,,,,,"[""UNITED STATES"",""USA""]"
The French Institute for International and Strategic Affairs  (IRIS),,http://www.iris-france.org/presentation-en/,NONPROFITS,,,,,
The German Council on Foreign Relations (DGAP) – Germany,,https://dgap.org,NONPROFITS,,,,,
The German Institute for International and Security Affairs (SWP),,https://www.swp-berlin.org/en/,NONPROFITS,,,,,
The German Marshall Fund of the United States (GMF),,http://www.gmfus.org,NONPROFITS,,,,,
The Global Business Coalition for Education (GBC-Education),,http://gbc-education.org,NONPROFITS,LEGAL,,,,
The Global Goals for Sustainable Development (SDGs),The 17 goals,https://www.globalgoals.org,,,GLOBAL GOALS,,,
The Good Jobs Accelerator,We invest in high potential businesses to create economic freedom for those who need it most.,https://www.icafundgoodjobs.org/,RESOURCE BASES,,ACCELERATOR,STARTUPS,,"[""UNITED STATES"",""USA""]"
The Good Lobby – European Union,,http://www.thegoodlobby.eu,,,,,,
The Guardian,,https://www.theguardian.com/international,,,NEWS,,,
The Halina Nieć Legal Aid Center (HNLAC) – Poland,,https://www.pomocprawna.org/wersja-angielska,,,,,,
The Hill,,http://thehill.com,,,NEWS,,,
The Human Rights Foundation – New Zealand,,https://humanrights.co.nz,,,,,,
The Hustle,,https://thehustle.co,ENTREPRENEURIAL RESOURCES,,,,,
The Institute for Defence Studies and Analyses (IDSA),,https://idsa.in,NONPROFITS,,,,,
The Institute for National Security Studies (INSS),,http://www.inss.org.il,NONPROFITS,,,,,
The Institute for Security Studies (ISS),,https://issafrica.org,NONPROFITS,,,,,
The Institute of Development Studies (IDS),,https://www.ids.ac.uk,NONPROFITS,,,,,
The Institute of International & European Affairs (IIEA),,https://www.iiea.com,NONPROFITS,,,,,
The International Association of Privacy Professionals (IAPP),"A resource for professionals who want to develop and advance their careers by helping their organizations successfully manage these risks and protect their data. In fact, we’re the world’s largest and most comprehensive global information privacy community.",https://iapp.org/,LEGAL,,,,,
The International Institute for Democracy and Electoral Assistance (International IDEA),,https://www.idea.int,NONPROFITS,,,,,
The International Institute for Strategic Studies (IISS),,https://www.iiss.org,NONPROFITS,,,,,
The International Trade Centre (ITC),The International Trade Centre (ITC) is the only development agency that is fully dedicated to supporting the internationalization of small and medium-sized enterprises (SMEs).,https://learning.intracen.org,RESOURCE BASES,,,,,
The Internet Archive,"A non-profit library of millions of free books, movies, software, music, websites, and more.",https://archive.org,BUSINESS TOOLS,,,,,
The Internet Initiatives Development Fund (IIDF),Russian venture capital fund,https://iidf.vc/,RESOURCE BASES,,ACCELERATOR,STARTUPS,,
The Internet Map,A bi-dimensional presentation of links between websites on the Internet,http://internet-map.net/,RESOURCE BASES,,COUNTRY PROFILES,,,
The Japan Institute of International Affairs (JIIA),,http://www2.jiia.or.jp/en/,NONPROFITS,,,,,
The Lakshman Kadirgamar Institute (LKI),,http://www.lki.lk,NONPROFITS,,,,,
The Library of Congress – United States (US),Use the largest library in the world online or in person!,https://www.loc.gov,,,,,,
The Lisbon Council for Economic Competitiveness and Social Renewal,,https://lisboncouncil.net,NONPROFITS,,,,,
The Low-Emissions Solutions Conference (LESC),"The Low-Emissions Solutions Conference (LESC) is aimed at problem solving, brainstorming, and global co-creation to inform nations about the latest technology developments.",http://lowemissions.solutions,,,,,,
The Mediterranean Policy Centre (MPC),,https://sites.google.com/a/medpc.org/www_en/,NONPROFITS,,,,,"[""UNITED STATES"",""USA""]"
The Muse,The beloved and trusted resource for crafting fulfilling careers,https://www.themuse.com/jobs,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,
The National Aeronautics and Space Administration (NASA),DATA.NASA.GOV is NASA's clearinghouse site for open-data provided to the public.,https://nasa.github.io/data-nasa-gov-frontpage/,DEVELOPER TOOLS,,,,,
The National Pro Bono Centre – United Kingdom (UK),,http://www.nationalprobonocentre.org.uk,,,,,,
The Nations Online Project,Your Guide to the World,http://www.nationsonline.org,RESOURCE BASES,,COUNTRY PROFILES,RESEARCH,,
The Network Advertising Initiative (NAI),NAI is a non-profit organization that is the leading self-regulatory association dedicated to responsible data collection and its use for digital advertising.,https://optout.networkadvertising.org/,DEVELOPER TOOLS,,,,,"[""OPEN SOURCE"",""DATA"",""DATASETS""]"
The Observatory of Economic Complexity (OEC) World Atlas,The world's leading visualization engine for international trade data.,https://oec.world/en/,RESOURCE BASES,,COUNTRY PROFILES,TRADE,ECONOMY,"[""UK"",""UNITED KINGDOM""]"
The Open Graph protocol,The Open Graph protocol enables any web page to become a rich object in a social graph.,http://ogp.me/,,,,,,
The Passport Index,"The world’s most popular online interactive tool, which collects, displays and ranks the passports of the world.",https://www.passportindex.org/,PERSONAL & PROFESSIONAL DEV,,TRAVEL,,,"[""ADVERTISING"",""PRIVACY""]"
The Petition Site / Care2,,https://www.thepetitionsite.com,,,,,,
The ROI Calculator,"This Facebook metrics calculator makes it easy to calculate your ROI, Break-Even CPC and CAC, and discover the maximum amount you should spend Per Click and Per Acquisition to generate positive ROI.",https://theroicalculator.org/,MARKETING,,ANALYTICS,ROI,,
The RSA,"The mission of the RSA (Royal Society for the encouragement of Arts, Manufactures and Commerce) is to enrich society through ideas and action.",https://www.thersa.org,ENTREPRENEURIAL RESOURCES,,,,,
The Skoll Foundation,Find an aggregated list of social sector job opportunities and original postings covering unique opportunities in the NGO / Government and CSR space.,http://skoll.org/community/jobs/,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,
The St. Bernard Project (SBP) – United States (US),,http://sbpusa.org,,,,,,
The Telegraph,,https://www.telegraph.co.uk,,,NEWS,,,
The Thinking Hut,Amsterdam (The Netherlands) Co-Working Space,http://www.thethinkinghut.com,RESOURCE BASES,ENTREPRENEURIAL RESOURCES,,,,
The United States Institute of Peace (USIP),,https://www.usip.org,NONPROFITS,,,,,"[""UNITED STATES"",""USA""]"
The Universal Rights Group (URG),Strengthening Policy through Dialogue,https://www.universal-rights.org,,,,,,
The Voters Say,,https://thevoterssay.com,NONPROFITS,,,,,
The Washington Peace Center – United States (US),,https://www.washingtonpeacecenter.org,,,,,,"[""UNITED STATES"",""USA""]"
The Washington Post,,https://www.washingtonpost.com,,,NEWS,,,
The Wilson Center,,https://www.wilsoncenter.org,NONPROFITS,,,,,
The World in 2050 (TWI2050),A global research initiative in support of a successful implementation of the United Nations’ 2030 Agenda.,http://twi2050.org,,,GLOBAL GOALS,,,"[""UNITED STATES"",""USA""]"
They Work for You – UK,Does your MP represent you?,https://www.theyworkforyou.com,,,,,,
Think Tanks and Civil Societies Program (TTCSP) – Directory,The Think Tanks and Civil Societies Program (TTCSP) at the University of Pennsylvania conducts research on the role policy institutes play in governments and in civil societies around the world.,https://www.gotothinktank.com,NONPROFITS,,,,,
Think with Google Tools,Insights you want. Inspiration you need.,https://www.thinkwithgoogle.com/tools/,MARKETING,BUSINESS TOOLS,ANALYTICS,,,
Thinkster,"Learn how real apps are built, from scratch, using the latest frameworks",https://thinkster.io/,DEVELOPER TOOLS,,PROGRAMMING,,,"[""UK"",""UNITED KINGDOM""]"
This Is Hell,Broadcast without the virtue of money or the vice of political agenda.,https://thisishell.com,,,PODCASTS,,,
Thrive Solo,Thrive’s a great assistant and an elegant way to ensure your creative projects run smoothly.,http://thrivesolo.com,BUSINESS TOOLS,,PROJECT MANAGEMENT,,,
Thumbor,"Open-source smart on-demand image cropping, resizing and filters",http://thumbor.org/,DEVELOPER TOOLS,,,,,
Tick Spot,Straightforward time tracking software to help your team run more profitable projects.,https://www.tickspot.com,BUSINESS TOOLS,,,,,
TidyForm,One-Stop Forms & Templates Download,https://www.tidyform.com,CREATIVE,,TEMPLATES,,,
TiE Launchpad,The accelerator for ​Enterprise Startups,https://www.tielaunchpad.com/,RESOURCE BASES,,ACCELERATOR,STARTUPS,,
Tierion,Blockchain Proof Engine,https://v1.tierion.com,BUSINESS TOOLS,LEGAL,BLOCKCHAIN,,,
TimelineJS,"Easy-to-make, beautiful timelines.",http://timeline.knightlab.com/,BUSINESS TOOLS,,DATA VISUALIZATION,,,
Timely App,Fully automatic time tracking,https://timelyapp.com/,BUSINESS TOOLS,,,,,
TimelyApp,Fully automatic time tracking,https://timelyapp.com,BUSINESS TOOLS,,,,,"[""BLOCKCHAIN""]"
Timr,Cloud-Based Time Tracking for Efficient Teams and Companies,https://www.timr.com/en/,BUSINESS TOOLS,,,,,
TinyLetter,Email for people with something to say,https://www.tinyletter.com,,,,,,
TinyPNG,Smart PNG and JPEG compression,https://tinypng.com/,DEVELOPER TOOLS,,,,,
TinyURL,Making over a billion long URLs usable! Serving billions of redirects per month,https://tinyurl.com/,BUSINESS TOOLS,,ANALYTICS,,,
Title here,,,,,,,,
To HTML,Online syntax highlighting for the masses,https://tohtml.com/,DEVELOPER TOOLS,,,,,
Toggl,Turn your team on to productivity with Toggl the time tracker.,https://toggl.com,BUSINESS TOOLS,,,,,
Token Daily,Stay Up to Date on all Things Crypto,https://www.tokendaily.co,RESOURCE BASES,,BLOCKCHAIN,,,
Tomato Timer,TomatoTimer is a flexible and easy to use online Pomodoro Technique Timer.,https://tomato-timer.com/,BUSINESS TOOLS,,,,,
Tools for Web Developers – Google,Discover tools that can help you kickstart your development.,https://developers.google.com/web/tools/,BUSINESS TOOLS,,,,,
TopCoder,Team Topcoder is on a mission to revolutionize how businesses access and execute with top digital talent.,https://www.topcoder.com/,DEVELOPER TOOLS,,,,,
Toptal,"Toptal is a marketplace for top finance experts in financial modeling & valuation, interim CFO work, startup funding support, pricing strategy, market sizing, and more.",https://www.toptal.com/,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,
Torfx,Providing excellent foreign exchange and international payments for over ten years.,https://www.torfx.com.au/,,,,,,
Tory Burch Foundation Fellowship,"Designed for women entrepreneurs – providing the community of support you need to connect, learn, and grow your business.",http://www.toryburchfoundation.org/fellows/,RESOURCE BASES,,ACCELERATOR,STARTUPS,,
TRANS-LEX,A free research & knowledge platform on transnational law,https://www.trans-lex.org/,LEGAL,,,,,
Transferwise,"A cheaper, faster way to send money abroad.",https://transferwise.com/,,,,,,
Transforming Transport,"Transforming Transport is an EU-funded project that represents a strong consortium of 48 leading transport, logistics and information technology stakeholders in Europe.",https://transformingtransport.eu/,,,,,,
Transparency International,"Transparency International gives voice to the victims and witnesses of corruption. We work together with governments, businesses and citizens to stop the abuse of power, bribery and secret deals.",https://www.transparency.org,NONPROFITS,,,,,
Travelex,The world’s leading independent foreign exchange business.,https://www.travelex.com/,,,,,,
Trello,Trello lets you work more collaboratively and get more done.,https://trello.com,BUSINESS TOOLS,,PROJECT MANAGEMENT,,,
Trends Earth,A tool for monitoring land change,http://trends.earth/docs/en/,BUSINESS TOOLS,,,,,
TripWolf,The travel guide that fits in your pocket,https://www.tripwolf.com/en/,PERSONAL & PROFESSIONAL DEV,,TRAVEL,,,
Troy Labs,Responsive web tester,http://troy.labs.daum.net/,BUSINESS TOOLS,DEVELOPER TOOLS,,,,
Try Shift,Productivity made simple.,https://tryshift.com/,BUSINESS TOOLS,,,,,
TRYTON,"TRYTON is business software, ideal for companies of any size, easy to use, complete and 100% Open Source.",http://www.tryton.org/,BUSINESS TOOLS,DEVELOPER TOOLS,,,,
Tunnel Bear,TunnelBear encrypts your internet connection to keep your online activity private on any network,https://www.tunnelbear.com/,,,,,,
Turkish Economic and Social Studies Foundation (TESEV),"Turkish Economic and Social Studies Foundation (TESEV) is an independent think-tank founded in 1994, aiming to develop policy recommendations in relation to social and political problems that wait for solutions.",http://www.tesev.org.tr/,NONPROFITS,,,,,
TutsNode,"Getting courses for free on various e-learning platforms like Udemy, SkillShare, Eduonix, etc.",https://tutsnode.net/,,,,,,
Tweepy,An easy-to-use Python library for accessing the Twitter API.,https://www.tweepy.org/,DEVELOPER TOOLS,,SOCIAL MEDIA,,,
Tweet Reach,Free Twitter Analytics Report,https://tweetreach.com/,MARKETING,,ANALYTICS,,,
Tweetbinder,"Analyze, classify and display Twitter and Instagram content",https://www.tweetbinder.com/,MARKETING,,ANALYTICS,,,"[""MOOCs"",""EDUCATION"",""ONLINE LEARNING""]"
Twin Work and Volunteer,"Experience the world: travel, internships, volunteering",https://www.workandvolunteer.com,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,
Twiplomacy,Diplomacy on Twitter,http://twiplomacy.com,RESOURCE BASES,,SOCIAL MEDIA,,,
Twitter Analytics,Measure and boost your impact on Twitter,https://analytics.twitter.com/,BUSINESS TOOLS,MARKETING,SOCIAL MEDIA,,,
Ubitquity,"A Patent Pending API (Application Programming Interface) and BaaS Platform, unanimity (v2.1RC), that allows a client to input his or her data and store it on the blockchain.",https://www.ubitquity.io/,BUSINESS TOOLS,,BLOCKCHAIN,,,
Udacity,Industry leading programs built and recognized by top companies worldwide,https://eu.udacity.com/,PERSONAL & PROFESSIONAL DEV,,MOOCS,,,
Udemy,The leading global marketplace for learning and instruction,https://www.udemy.com,PERSONAL & PROFESSIONAL DEV,,MOOCS,,,
Ujo Music,Connecting artists and fans directly using Ethereum,https://ujomusic.com/,BUSINESS TOOLS,,BLOCKCHAIN,,,"[""BLOCKCHAIN""]"
Ulule,The 1st European Crowdfunding Site,https://www.ulule.com,ENTREPRENEURIAL RESOURCES,,CROWDFUNDING,,,"[""EDUCATION"",""ONLINE LEARNING"",""MOOCs""]"
UMOJA United Nations (UN),"Umoja Foundation and Extension 1 covered a broad range of functions such as Finance, Payroll, HR, Procurement, Travel, Logistics, and Real Estate.",https://umoja.un.org/,BUSINESS TOOLS,,,,,"[""EDUCATION"",""ONLINE LEARNING"",""MOOCs""]"
UN Comtrade,Free access to detailed global trade data. UN Comtrade is a repository of official international trade statistics and relevant analytical tables. All data is accessible through API.,https://comtrade.un.org/,RESOURCE BASES,,COUNTRY PROFILES,TRADE,INTL ORG,
Una Idea History Spain,An exclusive HISTORY initiative that seeks to support Latin American entrepreneurs who have ideas of social impact in their communities.,https://unaidea.tuhistory.com,RESOURCE BASES,,,,,
Unblast,Selective Free Design Resources,https://unblast.com/,CREATIVE,,,,,
Unbounce,Create custom landing pages with Unbounce that convert more visitors than any website—no coding required.,https://unbounce.com,CREATIVE,,WEB DEV,,,
UNCC E-LEARN,The One UN Climate Change Learning Partnership (UN CC:Learn) is a joint initiative of more than 30 multilateral organizations helping countries to achieve climate change action both through general climate literacy and applied skills development.,https://unccelearn.org,PERSONAL & PROFESSIONAL DEV,,,,,"[""SPAIN""]"
UNCTAD – Country Fact Sheets,These Country Fact Sheets contain the most relevant indicators about FDI in a country.,http://unctad.org/en/Pages/DIAE/World%20Investment%20Report/Country-Fact-Sheets.aspx,RESOURCE BASES,,RESEARCH,,,
UNICEF Innovation,UNICEF’s Office of Innovation uses technology to address the biggest challenges facing children today.,https://www.unicef.org/innovation/,NONPROFITS,,,,,
UNICEF Innovation Fund,"The Innovation Fund allows UNICEF to quickly assess, fund and grow open-source solutions that can improve children’s lives.",https://unicefinnovationfund.org,RESOURCE BASES,,,,,
